,Unnamed: 0,bookID,title,authors,average_rating,isbn,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
5960,5960,22362,JLA  Vol. 1: New World Order,Grant Morrison/Howard Porter/John Dell,3.98,156389369X,en-US,93,3714,96,01-04-1997 00:00,DC Comics
5961,5961,22363,Batman: Gothic,Grant Morrison/Klaus Janson,3.79,1563890283,eng,128,4294,123,01-07-1998 00:00,DC Comics
5962,5962,22364,JLA: Earth 2,Grant Morrison/Frank Quitely,3.97,1563896311,eng,96,5165,143,01-10-2000 00:00,DC Comics
5963,5963,22365,New X-Men: Omnibus,Grant Morrison/Marc Silvestri/Chris Bachalo/John Paul Leon/Frank Quitely/Leinil Francis Yu/Igor Kordey/Ethan Van Sciver/Keron Grant/Tom Derenick/Phil Jimenez,4.23,785123261,eng,1096,2952,112,06-12-2006 00:00,Marvel
5964,5964,22366,Superfolks,Robert  Mayer/Grant Morrison,3.48,312339925,eng,240,429,57,09-03-2005 00:00,St. Martin's Griffin
5965,5965,22373,Kill Your Boyfriend,Grant Morrison/Philip Bond/D'Israeli/Daniel Vozzo,3.57,156389453X,en-US,55,1269,66,31-12-1998 00:00,DC Comics Vertigo
5966,5966,22374,Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison/Dave McKean,4.1,1401204252,eng,216,51984,1469,11-01-2005 00:00,DC Comics
5967,5967,22380,JLA: Tierra 2,Grant Morrison/Frank Quitely/Rafael De la Iglesia,3.97,987224975X,spa,96,7,2,25-11-2005 00:00,Sticker Design (DC Comics)
5968,5968,22390,Doom Patrol  Vol. 4: Musclebound,Grant Morrison/Richard Case/Mike Dringenberg/Mark McKenna/Jamie Hewlett/Steve Yeowell/Rian Hughes,4.15,1401209998,eng,256,2322,77,30-08-2006 00:00,Vertigo
5969,5969,22392,New X-Men  Volume 7: Here Comes Tomorrow,Grant Morrison/Marc Silvestri,3.75,785113452,eng,112,1797,55,15-11-2006 00:00,Marvel
5970,5970,22394,The Invisibles  Vol. 7: The Invisible Kingdom,Grant Morrison/Philip Bond/Warren Pleece/Sean Phillips/Jay Stephens/Frank Quitely/Steve Yeowell,4.2,1401200192,en-US,288,3346,83,01-12-2002 00:00,DC Comics Vertigo
5971,5971,22398,The Invisibles  Vol. 3: Entropy in the U.K.,Grant Morrison/Phil Jimenez/John Stokes/Tommy Lee Edwards/Paul Johnson/Steve Yeowell/Dick Giordano/Mark Buckingham/Mark Pennington,4.21,1563897288,en-US,232,4084,86,01-08-2001 00:00,Vertigo
5972,5972,22399,Invisible,Pete Hautman,3.84,689869037,eng,160,2311,347,28-11-2006 00:00,Simon Pulse
5973,5973,22401,The Invisibles  Vol. 4: Bloody Hell in America,Grant Morrison/Phil Jimenez/John Stokes,4.17,1563894440,en-US,104,3882,74,01-02-1998 00:00,Vertigo
5974,5974,22406,The Invisibles  Vol. 6: Kissing Mister Quimper,Grant Morrison/Chris Weston/Ivan Reis,4.24,1563896001,en-US,224,3852,63,01-02-2000 00:00,DC Comics Vertigo
5975,5975,22408,Invisible Residents: The Reality of Underwater UFOs,Ivan T. Sanderson/David Hatcher Childress,3.73,1931882207,en-US,100,62,7,15-09-2005 00:00,Adventures Unlimited Press
5976,5976,22409,The Invisibles  Vol. 5: Counting to None,Grant Morrison/Phil Jimenez/John Stokes,4.19,1563894890,en-US,240,4270,67,01-03-1999 00:00,Vertigo
5977,5977,22414,The Invisible Heart: An Economic Romance,Russell Roberts/Russ Roberts,3.74,262681358,eng,282,609,90,22-02-2002 00:00,MIT Press
5978,5978,22417,Transmetropolitan  Vol. 2: Lust for Life,Warren Ellis/Darick Robertson,4.34,1563894815,eng,208,15496,281,01-02-1999 00:00,Vertigo
5979,5979,22418,Transmetropolitan  Vol. 3: Year of the Bastard,Warren Ellis/Darick Robertson/Rodney Ramos,4.41,1563895684,eng,144,13360,193,01-09-1999 00:00,Vertigo
5980,5980,22420,Transmetropolitan  Vol. 5: Lonely City,Warren Ellis/Darick Robertson/Rodney Ramos/Patrick Stewart,4.41,1563897229,eng,144,11372,146,01-07-2001 00:00,Vertigo
5981,5981,22421,Transmetropolitan  Vol. 4: The New Scum,Warren Ellis/Darick Robertson/Rodney Ramos/Keith Akin,4.39,1563896273,eng,133,13331,146,01-09-2000 00:00,Vertigo
5982,5982,22423,Transmetropolitan  Vol. 8: Dirge,Warren Ellis/Darick Robertson/Rodney Ramos,4.47,1563899531,eng,140,9963,90,01-04-2003 00:00,Vertigo
5983,5983,22424,Transmetropolitan  Vol. 10: One More Time,Warren Ellis/Darick Robertson/Rodney Ramos,4.51,1401202179,eng,144,10308,184,01-06-2004 00:00,Vertigo
5984,5984,22425,Transmetropolitan  Vol. 9: The Cure,Warren Ellis/Darick Robertson/Rodney Ramos,4.44,1563899884,eng,144,10331,90,01-12-2003 00:00,Vertigo
5985,5985,22426,Transmetropolitan  Vol. 7: Spider's Thrash,Warren Ellis/Darick Robertson/Rodney Ramos/Darren Aronofsky,4.32,1563898942,eng,144,12633,88,01-11-2002 00:00,Vertigo
5986,5986,22431,Created in Darkness by Troubled Americans: The Best of McSweeney's Humor Category,Dave Eggers/Kevin Shay/Lee Epstein/Suzanne Kleid/McSweeney's Publishing,3.75,1400076854,eng,249,1791,146,14-06-2005 00:00,Vintage
5987,5987,22434,The Fabric of the Cosmos: Space  Time and the Texture of Reality,Brian Greene,4.11,141011114,en-US,592,340,22,24-02-2005 00:00,Penguin
5988,5988,22436,The Meaning of Relativity (Science Library),Albert Einstein/Brian Greene,4.32,691120277,en-US,200,26,2,21-11-2004 00:00,Princeton University Press
5989,5989,22438,The Fabric of the Cosmos: Space  Time and the Texture of Reality,Brian Greene,4.11,736697500,eng,16,19,5,24-02-2004 00:00,Books on Tape
5990,5990,22443,Underground! The Disinformation Guide to Ancient Civilizations  Astonishing Archaeology and Hidden History,Preston Peet,3.84,1932857192,eng,343,157,5,01-10-2005 00:00,Disinformation Company
5991,5991,22445,Under the Influence: The Disinformation Guide to Drugs,Preston Peet,3.64,1932857001,eng,312,58,3,01-01-2004 00:00,The Disinformation Company (NYC)
5992,5992,22448,You are Being Lied To: The Disinformation Guide to Media Distortion  Historical Whitewashes  and Cultural Myths,Russ Kick,3.87,966410076,eng,399,1010,34,01-04-2001 00:00,Disinformation Company
5993,5993,22459,The Origin of Species,Charles Darwin/Philip Appleman,3.98,393978672,en-US,134,33,3,15-03-2002 00:00,W.W. Norton & Company
5994,5994,22460,Red Herrings and White Elephants: The Origins of the Phrases We Use Every Day,Albert Jack/Ann Page,3.73,60843373,en-US,272,71,5,01-11-2005 00:00,Harper
5995,5995,22461,The Origin of Species,Charles Darwin/Julian Huxley,3.98,451529065,eng,576,805,75,02-09-2003 00:00,Signet Classics
5996,5996,22463,The Origin of Species,Charles Darwin,3.98,785819118,eng,703,78431,1355,01-05-2004 00:00,Castle Books
5997,5997,22470,The Origin of Satan: How Christians Demonized Jews  Pagans and Heretics,Elaine Pagels,3.9,679731180,eng,240,5729,209,30-04-1996 00:00,Vintage
5998,5998,22472,Discourse on the Origin of Inequality,Jean-Jacques Rousseau,3.82,486434141,eng,73,9975,210,04-06-2004 00:00,Dover Publications
5999,5999,22473,On the Origins of War and the Preservation of Peace,Donald Kagan,4.01,385423756,eng,573,520,30,01-01-1996 00:00,Anchor
6000,6000,22474,The Origins of Totalitarianism,Hannah Arendt,4.28,805242252,eng,674,77,11,01-03-2004 00:00,Schocken Books
6001,6001,22478,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,4.25,618057072,eng,491,3473,426,15-08-2000 00:00,Mariner Books
6002,6002,22482,Final Fantasy Origins - Official Strategy Guide,Casey Loe/Laura Parkinson,3.96,744002532,eng,256,25,1,09-04-2003 00:00,Bradygames
6003,6003,22483,Social Origins of Dictatorship and Democracy: Lord and Peasant in the Making of the Modern World,Barrington Moore Jr./James C. Scott/Edward Friedman,3.98,807050733,eng,592,823,37,01-09-1993 00:00,Beacon Press
6004,6004,22485,Smithsonian Intimate Guide to Human Origins,Carl Zimmer,4.02,61196673,eng,176,173,17,06-02-2007 00:00,Harper Perennial
6005,6005,22486,Economic Origins of Dictatorship and Democracy,Daron Acemo€Ùlu/James A. Robinson,3.97,521855268,eng,416,158,10,01-10-2005 00:00,Cambridge University Press
6006,6006,22489,"African Origins of the Major ""Western Religions""",Yosef A.A. Ben-Jochannan,4.54,933121296,eng,363,129,6,01-12-1991 00:00,Black Classic Press
6007,6007,22493,The Origins of the Civil Rights Movements: Black Communities Organizing for Change,Aldon D. Morris,4.05,29221307,en-US,368,151,13,15-09-1986 00:00,Free Press
6008,6008,22495,The Origin of the Bible,F.F. Bruce/Philip W. Comfort/Carl F.H. Henry/J.I. Packer,3.86,842383670,en-US,352,79,11,17-12-2003 00:00,Tyndale House Publishers
6009,6009,22499,Country of Origin,Don  Lee,3.47,039332706X,eng,320,317,41,17-04-2005 00:00,W. W. Norton  Company
6010,6010,22508,The Making of a Philosopher: My Journey Through Twentieth-Century Philosophy,Colin McGinn,3.65,60957603,eng,256,226,31,08-07-2003 00:00,Harper Perennial
6011,6011,22514,The Beatles and Philosophy: Nothing You Can Think that Can't Be Thunk,Michael Baur/Steven Baur/James S. Spiegel,3.63,812696069,eng,288,157,14,25-10-2006 00:00,Open Court
6012,6012,22515,The Gospel According to the Beatles,Steve Turner,3.77,664229832,eng,254,126,23,03-08-2006 00:00,Westminster John Knox Press
6013,6013,22538,JPod,Douglas Coupland,3.69,1596911042,en-US,448,617,72,16-05-2006 00:00,Bloomsbury
6014,6014,22539,Hairstyles of the Damned,Joe Meno,3.72,188845170X,eng,270,5298,468,01-09-2004 00:00,Akashic Books/Punk Planet Books
6015,6015,22541,Just Visiting This Planet: Merlin Answers More Questions about Everything Under the Sun  Moon  and Stars,Neil deGrasse Tyson/Stephen Tyson,4.17,385488378,eng,352,86,4,13-07-1998 00:00,Main Street Books
6016,6016,22542,Merlin's Tour of the Universe,Neil deGrasse Tyson,4.02,385488351,eng,318,305,27,14-07-1997 00:00,Main Street Books
6017,6017,22543,Death by Black Hole: And Other Cosmic Quandaries,Neil deGrasse Tyson,4.1,393062244,eng,384,9837,552,17-01-2007 00:00,W. W. Norton  Company
6018,6018,22547,Tales from the Dark Tower,Joseph Vargo/Christine Filipak/Eric Muss-Barnes/Jalone J. Haessig/Joseph Iorillo/Robert Michaels/Russell Novotny/James Pipik,4.23,967575605,en-US,282,54,5,01-10-2003 00:00,Monolith Graphics
6019,6019,22549,The Dark Tower (The Dark Tower #7),Stephen King,4.28,340827211,eng,686,362,40,21-09-2004 00:00,Hodder & Stoughton
6020,6020,22550,The Gunslinger,Stephen King,3.96,670032549,eng,231,2309,230,23-06-2003 00:00,Viking
6021,6021,22553,Gunslinger Girl  Vol. 1,Yu Aida/Hiroshi Aida,3.87,1413900208,eng,175,911,42,29-12-2003 00:00,ADV Manga
6022,6022,22554,Gunslinger,Ed Dorn,4.11,822309327,eng,224,247,24,22-08-1989 00:00,Duke University Press Books
6023,6023,22557,Wasteland of Flint,Thomas Harlan,3.79,765341131,eng,512,291,38,01-02-2004 00:00,Tor Books
6024,6024,22559,Cities in Dust (Wasteland #1),Antony Johnston/Christopher Mitten,3.55,1932664599,eng,160,576,73,20-04-2010 00:00,Oni Press
6025,6025,22562,Slim to None: A Journey Through the Wasteland of Anorexia Treatment,Jennifer Hendricks/Gordon Hendricks,3.63,71433716,eng,384,580,21,04-02-2004 00:00,McGraw-Hill Education
6026,6026,22575,Sit  Walk  Stand,Watchman Nee,4.42,842358935,eng,80,2663,141,04-11-1977 00:00,Tyndale House Publishers
6027,6027,22576,Prayers for the Assassin (Assassin Trilogy #1),Robert Ferrigno,3.76,141650768X,eng,458,791,95,31-10-2006 00:00,Pocket Star Books
6028,6028,22580,Voices From the Street,Philip K. Dick,3.29,765316927,en-US,301,698,104,23-01-2007 00:00,Tor Books
6029,6029,22583,The Minority Report: 18 Classic Stories,Philip K. Dick/James Tiptree Jr.,4.19,806523794,eng,380,456,40,01-05-2002 00:00,Citadel
6030,6030,22584,Flow My Tears  the Policeman Said,Philip K. Dick,3.91,1857983416,eng,204,26767,1075,08-11-2001 00:00,Gollancz
6031,6031,22586,The Crack in Space,Philip K. Dick,3.46,1400030064,eng,188,1878,142,08-03-2005 00:00,Vintage
6033,6033,22591,The Best of Philip K. Dick,Philip K. Dick/John Brunner,4.22,345253590,eng,450,622,33,12-02-1978 00:00,Del Rey Books (NY)
6034,6034,22595,Vulcan's Hammer,Philip K. Dick,3.52,1400030129,eng,165,1561,97,10-08-2004 00:00,Vintage
6035,6035,22602,Carly's Sound,Ali Vali,4.21,1933110457,eng,212,454,11,01-06-2006 00:00,Bold Strokes Books
6036,6036,22616,The System of Objects,Jean Baudrillard/James Benedict,4.01,1844670538,eng,224,1002,27,17-01-2006 00:00,Verso
6037,6037,22618,The Intelligence of Evil or the Lucidity Pact,Jean Baudrillard/Chris     Turner,3.89,1845203348,eng,215,247,9,01-12-2005 00:00,Bloomsbury Academic
6038,6038,22620,Introducing Baudrillard,Chris Horrocks/Zoran Jevti€à,3.32,1840460873,eng,176,165,25,13-08-1997 00:00,Icon Books
6039,6039,22623,Existentialism and Human Emotions,Jean-Paul Sartre,3.84,806509023,eng,96,4190,147,01-12-2000 00:00,Citadel
6040,6040,22624,Nausea,Jean-Paul Sartre/James  Wood/Robert Baldick,3.92,014118549X,eng,253,1590,140,30-11-2000 00:00,Penguin Books
6041,6041,22626,From Socrates to Sartre: The Philosophic Quest,T.Z. Lavine,3.94,553251619,eng,426,932,70,01-01-1985 00:00,Bantam
6042,6042,22632,The Trial and Death of Socrates (Euthyphro  Apology  Crito  Phaedo (death scene only)),Plato/G.M.A. Grube/John M. Cooper,4.08,872205541,eng,58,26252,344,01-06-2001 00:00,Hackett Publishing Company
6043,6043,22633,The Trial of Queen Caroline: The Scandalous Affair that Nearly Ended a Monarchy,Jane Robins,3.39,743255909,eng,384,52,8,07-08-2006 00:00,Free Press
6044,6044,22649,Bookends,Jane Green,3.72,767907817,eng,368,37153,822,27-05-2003 00:00,Broadway Books
6045,6045,22656,Jemima J.: For those who love Faking Friends and My Sweet Revenge by Jane Fallon,Jane Green,3.65,140276904,eng,450,683,66,06-08-1998 00:00,Penguin Books
6046,6046,22669,Open House,Elizabeth Berg,3.7,613997638,eng,0,0,0,01-05-2001 00:00,Turtleback Books
6047,6047,22677,Feeling Better  Getting Better  Staying Better: Profound Self-Help Therapy for Your Emotions,Albert Ellis,3.76,1886230358,eng,272,51,6,01-06-2001 00:00,Impact
6048,6048,22680,American Sphinx: The Character of Thomas Jefferson,Joseph J. Ellis,3.92,679764410,eng,440,20178,590,07-04-1998 00:00,Vintage
6049,6049,22681,Line Of Vision,David Ellis,3.81,425183769,en-US,448,609,82,05-02-2002 00:00,G.P. Putnam's Sons
6050,6050,22686,The Other Woman,Jane Green,3.7,452287146,eng,389,29112,651,06-06-2006 00:00,Berkley
6051,6051,22687,No Other Woman (No Other  #2),Shannon Drake,3.78,380781360,eng,391,299,7,01-06-1996 00:00,Avon Books
6052,6052,22690,The Other Woman (Dundee  Idaho  #7),Brenda Novak,4.11,373713444,eng,299,560,33,09-05-2006 00:00,Harlequin Special Releases
6053,6053,22691,The Other Woman,Ann  O'Leary,3.64,1562802348,eng,213,77,6,28-04-1999 00:00,Naiad Press
6054,6054,22697,Sins of a Shaker Summer (Sister Rose Callahan  #3),Deborah Woodworth,3.52,380792044,eng,272,58,6,09-03-1999 00:00,Avon
6055,6055,22715,InuYasha Ani-Manga  Vol. 1 (Inuyasha Ani-Manga  #1),Rumiko Takahashi,4.36,1591162025,eng,206,5862,55,14-01-2004 00:00,VIZ Media LLC
6056,6056,22718,Pusteblume,Marian Keyes,3.81,3453189345,ger,560,59,0,01-05-2001 00:00,Heyne
6059,6059,22726,Por los pelos,Marian Keyes,3.81,1400002214,spa,592,34,5,17-09-2002 00:00,Plaza y Janes
6060,6060,22727,Under the Duvet,Marian Keyes,3.52,141007478,eng,304,401,43,28-07-2009 00:00,Penguin UK
6061,6061,22733,Rachel se va de viaje (La familia Walsh  #2),Marian Keyes,3.95,8497599179,spa,595,204,21,30-03-2003 00:00,DeBolsillo
6062,6062,22736,Yeats ist tot!,Joseph O'Connor/Diethard Herles/Pauline McLynn/Gerard Stembridge/Frank McCourt/Conor McPherson/Gene Kerrigan/Gina Moxley/Marian Keyes/Anthony Cronin/Owen O'Neill/Hugo Hamilton/Charlie O'Neill/Tom Humphries/Donal O'Kelly,3.4,3548603254,ger,332,11,2,01-04-2003 00:00,List Taschenbuch
6064,6064,22741,Les vacances de Rachel (Walsh Family  #2),Marian Keyes/Roxane Azimi,3.95,2266108271,fre,563,7,1,02-05-2002 00:00,Pocket
6065,6065,22743,Rachel se va de viaje (La familia Walsh  #2),Marian Keyes,3.95,840132954X,spa,594,7,0,31-01-2003 00:00,DeBolsillo
6067,6067,22763,Open House,Elizabeth Berg,3.7,99461269,en-GB,314,61,6,29-09-2003 00:00,Arrow Books
6068,6068,22774,Slightly Settled (Slightly  #2),Wendy Markham,3.68,373250479,en-US,312,4756,84,23-01-2004 00:00,Red Dress Ink
6082,6082,22821,The Return of Lum  Volume 3: Sweet Revenge (Urusei Yatsura  #4),Rumiko Takahashi,3.97,1569311935,en-US,216,32,1,08-03-1997 00:00,Viz Media
6083,6083,22822,The Return of Lum  Volume 5: Feudal Furor (Urusei Yatsura  #6),Rumiko Takahashi,4.04,1569312109,en-US,200,27,0,06-12-1997 00:00,Viz Media
6085,6085,22831,The Return of Lum  Volume 1: Urusei Yatsura (Urusei Yatsura  #2),Rumiko Takahashi,4.11,1569310351,eng,208,72,4,05-06-1995 00:00,Viz Media
6086,6086,22832,Lum: Urusei Yatsura. Perfect Collection (Urusei Yatsura  #1),Rumiko Takahashi,3.97,156931019X,en-US,400,131,7,05-06-1997 00:00,Viz Media
6089,6089,22861,Your and My Secret  Vol. 1,Ai Morinaga,3.54,1413901433,eng,174,406,31,06-07-2004 00:00,ADV Manga
6090,6090,22867,A Man Rides Through (Mordant's Need  #2),Stephen R. Donaldson,4.02,345459849,eng,672,11246,148,03-06-2003 00:00,Del Rey
6091,6091,22868,The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson,3.98,6163831,en-GB,479,174,3,18-11-1996 00:00,Fontana
6092,6092,22871,The Gap Into Madness: Chaos and Order (Gap  #4),Stephen R. Donaldson,4.15,553071793,eng,617,4544,69,01-06-1994 00:00,Spectra
6093,6093,22874,The Gap Into Vision: Forbidden Knowledge (Gap  #2),Stephen R. Donaldson,3.99,553297600,en-US,480,5020,101,21-07-2010 00:00,Bantam
6094,6094,22875,The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson,3.98,345418476,eng,496,15389,109,23-06-1997 00:00,Del Rey
6095,6095,22877,The Gap Into Power: A Dark and Hungry God Arises (Gap  #3),Stephen R. Donaldson,4.08,553562606,eng,518,5460,89,21-10-2009 00:00,Spectra
6096,6096,22883,Pretty Face  Vol. 1,Yasuhiro Kano,3.83,1421513684,eng,192,494,40,07-08-2007 00:00,VIZ Media LLC
6097,6097,22885,Not Just a Pretty Face: Dolls and Human Figurines in Alaska Native Cultures,Molly C. Lee/Angela J. Linn/Chase Hensel/James H. Barker,3.5,1889963852,eng,80,2,0,01-03-2006 00:00,University of Alaska Press
6098,6098,22888,Just Another Pretty Face (Hollywood Dynasty  #2),Candace Schuler,3.89,373255594,eng,215,17,1,23-07-1993 00:00,Harlequin Temptation
6099,6099,22889,Skylight Confessions,Alice Hoffman,3.64,316058785,eng,264,6754,744,01-01-2007 00:00,Little Brown and Company
6100,6100,22892,The Foretelling,Alice Hoffman,3.84,316154091,eng,182,2646,247,01-09-2006 00:00,Little  Brown Books for Young Readers
6101,6101,22893,Incantation,Alice Hoffman,3.88,316010197,eng,166,5653,800,01-10-2006 00:00,Little  Brown Books for Young Readers
6102,6102,22896,Practical Magic (Practical Magic #1),Alice Hoffman,3.78,425190374,eng,286,54261,4232,05-08-2003 00:00,Penguin
6103,6103,22898,The Probable Future,Alice Hoffman,3.83,345455916,eng,352,11910,965,01-06-2004 00:00,Ballantine Books
6104,6104,22904,The Complete Stories,Franz Kafka/Nahum N. Glatzer/John Updike/Willa Muir/Edwin Muir/Tania Stern/James Stern/Ernst Kaiser/Eithne Wilkins,4.35,805210555,eng,486,20028,381,14-11-1995 00:00,Schocken
6105,6105,22911,Amerika,Franz Kafka/Willa Muir/Edwin Muir/Klaus Mann/E.L. Doctorow,3.75,805210644,eng,336,17981,522,02-07-1996 00:00,Schocken
6106,6106,22912,Collected Stories,Franz Kafka/Willa Muir/Edwin Muir/Gabriel Josipovici,4.35,679423036,eng,566,445,30,26-10-1993 00:00,Knopf
6107,6107,22913,Kafka: Toward a Minor Literature,Gilles Deleuze/FÌ©lix Guattari/Franz Kafka,4.17,816615152,eng,136,1287,45,31-10-1986 00:00,Univ Of Minnesota Press
6108,6108,22914,The Annotated Brothers Grimm,Jacob Grimm/Wilhelm Grimm/Maria Tatar/A.S. Byatt/George Cruikshank/Paul Hey/Walter Crane/Warwick Goble/Kay Nielsen/Arthur Rackham,4.46,393058484,eng,462,3132,103,17-09-2004 00:00,W. W. Norton  Company
6109,6109,22915,The Complete Brothers Grimm Fairy Tales,Jacob Grimm/Wilhelm Grimm,4.3,517229250,en-US,680,4420,165,03-10-2006 00:00,Gramercy Books
6110,6110,22916,The Complete Fairy Tales of The Brothers Grimm,Jacob Grimm/Wilhelm Grimm/Jack D. Zipes/Johnny Gruelle,4.3,553382160,eng,762,877,55,01-01-2003 00:00,Bantam
6111,6111,22931,Beyond Innocence (Beyond Duet  #1),Emma Holly,3.62,515130990,en-US,295,1421,68,01-07-2001 00:00,Jove
6112,6112,22932,Emma  Vol. 01,Kaoru Mori/¾£¨ ÐÇ,3.83,1401211321,eng,183,3515,339,20-09-2006 00:00,CMX
6113,6113,22944,Drum Into Silence (Drums of Chaos  #3),Jo Clayton/Kevin Andrew Murphy,3.41,812551249,en-GB,399,1,0,01-02-2004 00:00,Tor Fantasy
6114,6114,22945,Dance Down the Stars (Duel of Sorcery: Dancer  #3),Jo Clayton,3.74,886776171,eng,368,35,0,01-09-1994 00:00,DAW
6115,6115,22947,Drum Calls (Drums of Chaos  #2),Jo Clayton,3.72,812551230,eng,341,29,1,01-07-1998 00:00,Tor Books
6116,6116,22948,Fire in the Sky (Diadem: Shadowsong  #1),Jo Clayton,3.87,886776503,eng,352,63,2,01-05-1995 00:00,DAW
6117,6117,22950,Quester's Endgame,Jo Clayton,3.98,886771382,eng,372,159,6,01-07-1986 00:00,DAW
6118,6118,22951,Shadowkill (Diadem: Shadith's Quest  #3),Jo Clayton/Jo Clayton,3.99,886774675,eng,400,68,1,01-04-1991 00:00,DAW
